sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price
64,2.0,1,2,0,0,1,1,1,0,0, Barrio de Salamanca , Lista ,2079,1715,4,15.234375,7,0,975.0
95,2.0,3,4,1,1,0,1,0,0,1, Barrio de Salamanca , Lista ,2079,1715,3,16.842105263157894,7,0,1600.0
82,2.0,2,3,1,1,1,1,0,1,0, Chamberí , Arapiles ,1671,1325,4,17.073170731707318,7,0,1400.0
50,2.0,1,1,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,18.0,6,0,900.0
35,1.0,1,1,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,2,20.0,7,0,700.0
50,1.0,1,0,0,0,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,24.0,8,0,1200.0
83,3.0,1,3,0,0,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,2,18.072289156626507,7,0,1500.0
55,1.0,1,4,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,4,27.272727272727273,7,0,1500.0
75,2.0,1,2,0,1,1,1,0,0,0, Ciudad Lineal , Concepción ,1263,1073,3,10.666666666666666,4,0,800.0
125,3.0,2,1,1,1,1,1,1,0,1, Chamberí , Arapiles ,1671,1325,6,19.2,7,0,2400.0
45,1.0,1,7,1,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,17.77777777777778,6,0,800.0
211,4.0,3,4,0,1,1,0,1,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,6,15.402843601895734,6,1,3250.0
170,2.0,2,5,0,0,1,1,0,1,1, Chamberí , Almagro ,1671,2327,4,18.235294117647058,8,0,3100.0
153,4.0,2,2,1,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,3,12.091503267973856,7,0,1850.0
132,3.0,2,4,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,13.636363636363637,6,0,1800.0
86,1.0,1,4,0,1,1,0,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,4,13.953488372093023,6,0,1200.0
112,3.0,2,2,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,13.392857142857142,6,0,1500.0
55,2.0,1,2,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,19.09090909090909,7,0,1050.0
60,2.0,2,4,0,1,1,1,0,1,0, Chamberí , Arapiles ,1671,1325,4,21.666666666666668,7,0,1300.0
50,1.0,1,0,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,2,15.0,7,0,750.0
52,1.0,1,0,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,17.21153846153846,6,0,895.0
78,3.0,1,5,0,0,0,1,0,1,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,2,16.666666666666668,5,0,1300.0
60,1.0,1,6,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,17.5,6,0,1050.0
80,2.0,2,7,0,1,1,0,0,0,0, Retiro , Ibiza ,1790,1462,2,32.0625,7,0,2565.0
60,3.0,1,1,0,0,0,1,0,1,0, Chamberí , Arapiles ,1671,1325,2,25.0,7,0,1500.0
80,2.0,1,1,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,15.625,6,0,1250.0
180,3.0,2,6,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,3,15.0,6,0,2700.0
200,5.0,4,2,1,1,1,1,1,0,0, Chamberí , Almagro ,1671,2327,5,14.0,8,0,2800.0
80,3.0,1,4,0,0,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,13.75,8,0,1100.0
88,2.0,2,6,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,13.636363636363637,6,0,1200.0
100,3.0,1,3,0,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,13.0,6,0,1300.0
80,3.0,1,2,1,0,0,0,0,0,0, Moncloa , Argüelles ,2151,1727,1,14.375,6,0,1150.0
70,2.0,1,7,0,1,0,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,1,18.571428571428573,6,0,1300.0
47,2.0,1,2,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,21.27659574468085,6,0,1000.0
234,3.0,3,2,1,1,1,1,0,1,0, Barrio de Salamanca , Castellana ,2079,2512,4,18.376068376068375,8,0,4300.0
90,2.0,2,0,0,1,1,1,1,0,0, Barrio de Salamanca , Goya ,2079,1759,4,20.555555555555557,7,0,1850.0
56,2.0,1,2,0,0,1,0,0,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,2,18.75,5,0,1050.0
55,1.0,1,2,0,1,1,1,0,0,0, Ciudad Lineal , Concepción ,1263,1073,4,15.909090909090908,4,0,875.0
70,2.0,1,2,0,0,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,17.142857142857142,6,0,1200.0
168,3.0,2,1,1,0,1,0,1,0,0, Chamartín , El Viso ,1950,3136,3,17.857142857142858,7,0,3000.0
85,2.0,1,1,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,14.117647058823529,6,0,1200.0
54,1.0,1,3,0,1,0,1,0,0,1, Barrio de Salamanca , Fuente del Berro ,2079,1181,3,15.74074074074074,5,0,850.0
94,4.0,1,3,0,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,3,16.914893617021278,7,0,1590.0
85,1.0,2,4,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,25.88235294117647,6,0,2200.0
69,1.0,1,4,0,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,16.666666666666668,7,0,1150.0
120,2.0,2,4,0,1,1,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,4,21.666666666666668,8,0,2600.0
121,1.0,1,4,1,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,5,16.52892561983471,7,0,2000.0
65,1.0,1,1,0,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,4,21.53846153846154,8,0,1400.0
55,1.0,1,2,1,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,21.818181818181817,7,0,1200.0
140,3.0,2,1,0,1,1,1,0,0,1, Chamberí , Almagro ,1671,2327,4,15.0,8,0,2100.0
120,3.0,2,0,0,1,1,0,1,0,0, Chamberí , Almagro ,1671,2327,4,20.833333333333332,8,0,2500.0
70,1.0,1,3,1,1,1,1,1,1,0, Barrio de Salamanca , Lista ,2079,1715,7,18.571428571428573,7,0,1300.0
151,3.0,3,2,1,1,1,1,1,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,19.867549668874172,6,0,3000.0
150,3.0,2,5,1,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,14.333333333333334,7,0,2150.0
107,2.0,2,2,1,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,29.906542056074766,8,0,3200.0
35,1.0,1,4,0,0,0,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,0,31.428571428571427,7,0,1100.0
240,4.0,3,5,1,1,1,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,5,12.083333333333334,8,0,2900.0
73,2.0,2,2,0,1,1,0,0,0,0, Chamberí , Almagro ,1671,2327,3,28.767123287671232,8,0,2100.0
52,1.0,1,4,1,1,0,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,25.0,8,0,1300.0
86,3.0,2,0,0,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,4,17.441860465116278,7,0,1500.0
153,4.0,3,5,1,0,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,13.006535947712418,7,0,1990.0
55,1.0,1,5,1,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,20.0,7,0,1100.0
56,1.0,1,6,0,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,22.321428571428573,6,0,1250.0
65,1.0,1,8,1,1,1,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,6,21.53846153846154,6,0,1400.0
65,1.0,1,2,0,1,1,1,1,0,1, Tetuán , Cuzco-Castillejos ,1190,1341,5,18.53846153846154,6,0,1205.0
75,2.0,1,3,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,14.666666666666666,6,0,1100.0
108,3.0,2,2,0,1,1,1,0,0,0, Arganzuela , Imperial ,1094,1092,3,12.037037037037036,5,0,1300.0
165,3.0,3,1,0,1,1,1,1,0,1, Chamartín , Castilla ,1950,1451,4,21.818181818181817,5,0,3600.0
70,2.0,1,3,0,1,0,1,0,1,0, Moratalaz , Media Legua ,956,995,2,11.071428571428571,2,0,775.0
50,2.0,1,2,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,1,19.0,7,0,950.0
106,4.0,2,7,1,1,1,1,1,0,0, Arganzuela , Imperial ,1094,1092,5,15.566037735849056,5,0,1650.0
120,3.0,2,8,0,1,1,0,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,16.25,8,0,1950.0
70,2.0,1,2,0,1,1,1,0,0,0, Arganzuela , Imperial ,1094,1092,4,13.571428571428571,5,0,950.0
77,2.0,1,2,0,0,0,1,0,0,0, Tetuán , Bellas Vistas ,1190,969,1,16.233766233766232,5,0,1250.0
78,3.0,1,4,0,1,1,1,0,0,0, Tetuán , Bellas Vistas ,1190,969,3,16.666666666666668,5,0,1300.0
120,3.0,2,4,0,1,1,1,0,0,0, Arganzuela , Delicias ,1094,1116,3,14.583333333333334,5,0,1750.0
92,3.0,2,5,1,1,1,1,0,0,0, Arganzuela , Delicias ,1094,1116,4,14.076086956521738,5,0,1295.0
45,1.0,1,4,0,1,1,1,0,0,0, Arganzuela , Delicias ,1094,1116,3,20.0,5,0,900.0
150,3.0,2,3,0,1,1,1,0,1,0, Chamberí , Almagro ,1671,2327,5,16.0,8,0,2400.0
200,3.0,2,2,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,12.0,7,0,2400.0
35,2.0,1,7,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,26.428571428571427,7,0,925.0
70,2.0,1,3,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,20.0,7,0,1400.0
35,1.0,1,2,1,0,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,24.285714285714285,7,0,850.0
64,1.0,1,0,0,1,0,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,12.34375,6,0,790.0
45,1.0,1,1,0,1,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,27.77777777777778,7,0,1250.0
135,4.0,3,3,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,4,17.037037037037038,7,0,2300.0
37,1.0,1,2,0,1,1,1,0,1,0, Tetuán , Bellas Vistas ,1190,969,3,18.91891891891892,5,0,700.0
80,3.0,1,3,1,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,17.5,6,0,1400.0
50,1.0,1,4,0,0,0,0,0,0,0, Chamberí , Arapiles ,1671,1325,1,18.0,7,0,900.0
50,2.0,1,0,0,0,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,3,26.0,7,0,1300.0
55,1.0,1,5,1,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,4,18.181818181818183,7,0,1000.0
85,3.0,1,4,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,23.529411764705884,8,0,2000.0
148,3.0,2,5,1,1,1,1,1,0,0, Barrio de Salamanca , Goya ,2079,1759,5,19.594594594594593,7,0,2900.0
50,2.0,1,0,1,0,0,0,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,16.0,6,0,800.0
100,3.0,1,1,0,1,1,1,1,0,0, Fuencarral , La Paz ,1744,1615,5,11.0,2,0,1100.0
43,1.0,1,5,0,1,1,1,1,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,22.093023255813954,7,0,950.0
108,3.0,2,1,0,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,5,13.88888888888889,5,0,1500.0
238,5.0,4,7,1,1,1,1,0,0,1, Chamartín , Castilla ,1950,1451,4,9.873949579831933,5,0,2350.0
35,1.0,1,4,0,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,34.285714285714285,7,0,1200.0
87,2.0,2,6,1,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,3,15.517241379310345,6,0,1350.0
85,3.0,1,3,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,15.294117647058824,7,0,1300.0
75,2.0,1,3,1,1,1,0,0,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,3,16.0,5,0,1200.0
42,1.0,1,2,0,1,1,1,0,0,0, Tetuán , Berruguete ,1190,935,3,19.047619047619047,5,0,800.0
42,1.0,1,3,0,1,1,1,0,0,0, Tetuán , Berruguete ,1190,935,3,20.238095238095237,5,0,850.0
85,1.0,1,5,0,1,1,0,1,0,0, Retiro , Jerónimos ,1790,3121,3,24.705882352941178,7,0,2100.0
125,2.0,2,1,0,0,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,1,20.0,7,0,2500.0
164,4.0,3,1,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,4,8.689024390243903,3,0,1425.0
81,2.0,1,1,0,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,14.814814814814815,7,0,1200.0
79,1.0,1,4,1,1,1,1,0,0,1, Centro , Huertas-Cortes ,1355,1450,4,15.822784810126583,7,0,1250.0
127,2.0,2,4,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,4,19.291338582677167,7,0,2450.0
64,2.0,1,1,0,1,1,1,0,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,3,20.3125,6,0,1300.0
78,2.0,2,4,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,23.076923076923077,6,0,1800.0
82,3.0,2,0,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,21.951219512195124,6,0,1800.0
65,2.0,2,0,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,27.692307692307693,6,0,1800.0
110,3.0,2,3,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,20.0,6,0,2200.0
66,2.0,1,3,1,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,3,16.666666666666668,6,0,1100.0
77,3.0,1,5,0,1,1,1,0,0,0, Arganzuela , Delicias ,1094,1116,3,16.883116883116884,5,0,1300.0
165,3.0,2,0,0,1,1,1,1,0,1, Arganzuela , Delicias ,1094,1116,7,10.606060606060606,5,0,1750.0
45,1.0,1,0,0,1,0,0,0,0,0, Arganzuela , Delicias ,1094,1116,2,16.666666666666668,5,0,750.0
35,1.0,1,2,1,0,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,24.285714285714285,7,0,850.0
144,3.0,3,1,0,1,1,1,0,1,1, Moncloa , Aravaca ,2151,2367,7,14.583333333333334,4,0,2100.0
125,3.0,3,0,0,1,1,1,0,0,1, Chamartín , El Viso ,1950,3136,6,16.8,7,0,2100.0
55,1.0,1,5,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,2,22.727272727272727,7,0,1250.0
79,2.0,2,3,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,2,37.59493670886076,7,0,2970.0
117,2.0,2,3,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,16.23931623931624,7,0,1900.0
141,4.0,2,4,0,0,1,0,0,0,1, Chamartín , Ciudad Jardín ,1950,1529,4,13.829787234042554,7,0,1950.0
95,3.0,2,0,0,1,1,1,1,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,25.263157894736842,7,0,2400.0
85,1.0,1,5,0,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,5,24.705882352941178,7,0,2100.0
110,3.0,2,1,1,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,18.181818181818183,7,0,2000.0
240,3.0,3,1,0,0,1,1,0,1,1, Retiro , Jerónimos ,1790,3121,4,15.833333333333334,7,0,3800.0
43,2.0,1,0,0,0,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,1,16.27906976744186,7,0,700.0
64,2.0,1,6,1,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,14.84375,7,0,950.0
35,1.0,1,1,0,1,1,1,1,0,1, Barrio de Salamanca , Guindalera ,2079,1349,4,23.571428571428573,6,0,825.0
60,1.0,1,0,0,1,0,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,1,16.666666666666668,7,0,1000.0
146,4.0,2,6,1,1,1,1,1,0,1, Moncloa , Argüelles ,2151,1727,5,17.80821917808219,6,0,2600.0
250,4.0,3,5,1,1,1,1,1,1,0, Moncloa , Argüelles ,2151,1727,6,10.4,6,0,2600.0
110,2.0,2,4,0,1,0,1,0,1,0, Moncloa , Argüelles ,2151,1727,3,15.0,6,0,1650.0
75,3.0,2,1,0,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,21.333333333333332,6,0,1600.0
95,3.0,2,2,1,1,0,1,1,0,0, Moncloa , Argüelles ,2151,1727,4,19.473684210526315,6,0,1850.0
55,2.0,2,1,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,32.72727272727273,6,0,1800.0
55,2.0,1,3,0,1,1,0,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,21.818181818181817,6,0,1200.0
60,2.0,2,3,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,30.0,6,0,1800.0
50,2.0,2,3,0,1,0,0,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,30.0,6,0,1500.0
43,1.0,1,1,0,0,1,0,0,0,0, Retiro , Ibiza ,1790,1462,2,18.372093023255815,7,0,790.0
150,3.0,2,5,1,1,1,1,0,0,1, Chamartín , El Viso ,1950,3136,5,16.666666666666668,7,0,2500.0
145,4.0,2,1,1,1,1,1,1,1,0, Arganzuela , Imperial ,1094,1092,7,16.551724137931036,5,0,2400.0
92,3.0,1,1,1,1,1,1,1,0,0, Arganzuela , Imperial ,1094,1092,5,11.956521739130435,5,0,1100.0
136,3.0,2,2,1,1,0,1,0,0,0, Chamberí , Arapiles ,1671,1325,3,14.338235294117647,7,0,1950.0
50,1.0,1,4,0,0,0,0,0,0,1, Barrio de Salamanca , Fuente del Berro ,2079,1181,1,13.8,5,0,690.0
49,1.0,1,6,0,0,1,1,0,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,1,17.244897959183675,5,0,845.0
55,1.0,1,5,1,0,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,15.0,7,0,825.0
150,4.0,2,7,1,0,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,4,10.666666666666666,3,0,1600.0
80,2.0,1,2,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,18.75,8,0,1500.0
90,2.0,2,3,0,1,1,1,1,0,1, Tetuán , Cuzco-Castillejos ,1190,1341,4,16.666666666666668,6,0,1500.0
150,4.0,2,7,1,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,3,10.0,3,0,1500.0
103,3.0,2,4,1,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,4,13.592233009708737,7,0,1400.0
165,3.0,3,5,1,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,4,21.21212121212121,7,0,3500.0
65,1.0,1,1,1,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,4,18.46153846153846,8,0,1200.0
94,3.0,2,3,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,21.06382978723404,7,0,1980.0
65,1.0,1,5,1,1,1,0,1,0,0, Retiro , Ibiza ,1790,1462,5,15.0,7,0,975.0
137,2.0,2,3,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,4,16.78832116788321,8,0,2300.0
78,2.0,2,1,1,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,26.923076923076923,8,0,2100.0
102,2.0,1,2,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,2,11.764705882352942,6,0,1200.0
100,2.0,1,2,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,2,13.0,6,0,1300.0
40,1.0,1,0,0,1,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,24.5,6,0,980.0
247,3.0,4,4,0,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,4,15.789473684210526,8,0,3900.0
247,3.0,4,4,0,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,4,15.789473684210526,8,0,3900.0
41,2.0,1,3,0,0,1,1,0,0,0, Chamartín , El Viso ,1950,3136,2,25.609756097560975,7,0,1050.0
115,3.0,3,5,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,5,21.73913043478261,7,0,2500.0
74,2.0,2,6,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,17.56756756756757,7,0,1300.0
40,2.0,1,2,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,2,20.0,7,0,800.0
35,2.0,1,7,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,26.428571428571427,7,0,925.0
128,4.0,2,5,0,0,0,1,0,0,0, Retiro , Ibiza ,1790,1462,0,14.0625,7,0,1800.0
67,1.0,1,3,0,1,0,1,1,0,0, Barrio de Salamanca , Goya ,2079,1759,2,22.388059701492537,7,0,1500.0
52,2.0,1,6,0,1,0,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,3,24.03846153846154,5,0,1250.0
84,2.0,2,1,0,1,1,1,1,0,0, Tetuán , Cuzco-Castillejos ,1190,1341,4,17.857142857142858,6,0,1500.0
85,2.0,1,2,1,0,1,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,3,14.117647058823529,5,0,1200.0
130,3.0,2,5,0,0,1,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,2,8.461538461538462,5,0,1100.0
100,2.0,1,5,1,1,1,1,1,0,0, Moncloa , Ciudad Universitaria ,2151,2786,4,14.0,5,0,1400.0
59,1.0,1,1,0,1,1,1,0,1,0, Chamberí , Arapiles ,1671,1325,4,16.10169491525424,7,0,950.0
175,3.0,3,4,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,16.571428571428573,7,0,2900.0
70,2.0,1,5,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,17.857142857142858,7,0,1250.0
40,1.0,1,2,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,1,19.0,7,0,760.0
49,2.0,1,5,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,22.448979591836736,7,0,1100.0
60,1.0,1,3,0,1,0,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,3,20.0,7,0,1200.0
75,3.0,1,4,0,0,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,1,16.0,7,0,1200.0
90,2.0,1,2,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,13.333333333333334,7,0,1200.0
56,1.0,1,1,1,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,17.857142857142858,7,0,1000.0
250,4.0,4,4,0,1,1,0,1,0,1, Chamartín , Ciudad Jardín ,1950,1529,6,14.0,7,1,3500.0
81,2.0,1,1,0,1,1,1,1,0,0, Tetuán , Bellas Vistas ,1190,969,4,16.049382716049383,5,0,1300.0
100,2.0,2,4,0,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,6,18.5,7,0,1850.0
280,4.0,4,1,1,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,5,16.071428571428573,8,0,4500.0
61,1.0,1,4,0,1,1,1,1,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,3,19.672131147540984,5,0,1200.0
240,5.0,3,3,0,0,1,1,1,0,1, Fuencarral , Mirasierra ,1744,2842,6,9.583333333333334,2,0,2300.0
86,2.0,2,1,1,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,4,27.38372093023256,8,0,2355.0
46,2.0,1,3,0,1,0,1,1,0,0, Tetuán , Berruguete ,1190,935,3,21.73913043478261,5,0,1000.0
40,2.0,1,0,0,1,0,1,0,0,0, Tetuán , Berruguete ,1190,935,2,15.0,5,0,600.0
80,2.0,3,2,0,1,1,0,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,18.125,6,1,1450.0
65,1.0,1,0,0,0,0,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,1,13.846153846153847,6,0,900.0
90,2.0,2,2,0,1,0,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,3,21.666666666666668,7,0,1950.0
50,1.0,1,1,0,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,23.0,7,0,1150.0
87,2.0,2,2,1,0,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,2,14.942528735632184,7,0,1300.0
75,2.0,1,4,0,1,1,0,1,1,0, Moncloa , Argüelles ,2151,1727,5,14.666666666666666,6,0,1100.0
109,2.0,2,4,1,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,18.34862385321101,6,0,2000.0
130,3.0,2,6,0,1,0,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,4,13.846153846153847,3,0,1800.0
140,4.0,2,7,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,5,10.714285714285714,3,0,1500.0
150,4.0,2,7,1,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,3,10.0,3,0,1500.0
80,2.0,1,1,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,16.875,6,0,1350.0
180,4.0,3,2,0,0,1,1,1,0,1, Ciudad Lineal , Costillares ,1263,1448,6,9.722222222222221,3,0,1750.0
240,4.0,3,2,0,1,1,1,1,0,0, Ciudad Lineal , Costillares ,1263,1448,6,11.25,3,0,2700.0
55,1.0,1,1,0,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,3,25.454545454545453,7,0,1400.0
107,1.0,1,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,14.953271028037383,6,0,1600.0
44,2.0,1,1,0,1,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,4,21.363636363636363,6,0,940.0
63,2.0,1,1,0,0,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,17.46031746031746,6,0,1100.0
60,2.0,2,0,0,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,15.0,6,0,900.0
81,2.0,2,1,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,14.814814814814815,6,0,1200.0
110,3.0,2,4,0,0,1,1,1,1,0, Chamartín , Castilla ,1950,1451,5,13.636363636363637,5,0,1500.0
80,1.0,1,3,0,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,3,13.75,5,0,1100.0
57,1.0,1,3,0,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,3,16.666666666666668,5,0,950.0
76,2.0,1,5,0,1,1,1,1,0,1, Villaverde , Los Rosales ,843,867,5,13.157894736842104,1,0,1000.0
